year,gender,city,cancer,年齡標準化發生率WHO2000世界標準人口(每10萬人口),cancercount,ageavg,agemedium,grossrate(10million),cid,gid
1981,女,台閩地區,消化器官其他分界不明部位,0.1,6,58.83,63.5,0.07,V,F
1981,女,台北市,消化器官其他分界不明部位,0.13,1,59,59,0.09,B,F
1981,女,台南市,消化器官其他分界不明部位,0.18,1,68,68,0.13,D,F
1981,女,嘉義市,消化器官其他分界不明部位,0.71,1,26,26,0.82,H,F
1981,女,苗栗縣,消化器官其他分界不明部位,1.05,2,65.5,65.5,0.77,M,F
1982,男,台閩地區,消化器官其他分界不明部位,0.21,12,51.67,47.5,0.12,V,M
1982,男,台南市,消化器官其他分界不明部位,0.19,1,38,38,0.12,D,M
1982,男,基隆市,消化器官其他分界不明部位,4.69,1,90,90,0.54,F,M
1982,男,新竹市,消化器官其他分界不明部位,0.64,1,63,63,0.66,G,M
1982,男,新北市,消化器官其他分界不明部位,0.17,2,34,34,0.16,I,M
1982,男,桃園市,消化器官其他分界不明部位,0.19,1,64,64,0.17,J,M
1982,男,彰化縣,消化器官其他分界不明部位,0.2,1,48,48,0.16,N,M
1982,男,南投縣,消化器官其他分界不明部位,0.53,1,71,71,0.36,O,M
1982,男,屏東縣,消化器官其他分界不明部位,0.27,1,47,47,0.21,R,M
1982,男,澎湖縣,消化器官其他分界不明部位,2.52,1,30,30,1.81,S,M
1982,女,台閩地區,消化器官其他分界不明部位,0.08,5,59.8,68,0.06,V,F
1982,女,台北市,消化器官其他分界不明部位,0.07,1,33,33,0.09,B,F
1982,女,高雄市,消化器官其他分界不明部位,0.18,1,70,70,0.09,E,F
1982,女,新北市,消化器官其他分界不明部位,0.36,2,64,64,0.17,I,F
1982,女,新竹縣,消化器官其他分界不明部位,0.86,1,68,68,0.58,K,F
1983,男,台閩地區,消化器官其他分界不明部位,0.23,15,50.13,57,0.15,V,M
1983,男,台北市,消化器官其他分界不明部位,0.46,1,92,92,0.08,B,M
1983,男,高雄市,消化器官其他分界不明部位,0.1,1,51,51,0.08,E,M
1983,男,新北市,消化器官其他分界不明部位,0.5,4,51,62.5,0.31,I,M
1983,男,新竹縣,消化器官其他分界不明部位,0.48,1,7,7,0.52,K,M
1983,男,宜蘭縣,消化器官其他分界不明部位,0.48,1,60,60,0.43,L,M
1983,男,彰化縣,消化器官其他分界不明部位,0.22,1,62,62,0.16,N,M
1983,男,南投縣,消化器官其他分界不明部位,0.39,1,57,57,0.36,O,M
1983,男,雲林縣,消化器官其他分界不明部位,0.37,1,37,37,0.24,P,M
1983,男,嘉義縣,消化器官其他分界不明部位,0.21,1,23,23,0.33,Q,M
1983,女,台閩地區,消化器官其他分界不明部位,0.25,16,56.06,61,0.18,V,F
1983,女,台北市,消化器官其他分界不明部位,0.69,4,74.75,75,0.34,B,F
1983,女,台南市,消化器官其他分界不明部位,0.16,1,52,52,0.13,D,F
1983,女,高雄市,消化器官其他分界不明部位,0.07,1,33,33,0.09,E,F
1983,女,新竹市,消化器官其他分界不明部位,0.56,1,28,28,0.71,G,F
1983,女,新北市,消化器官其他分界不明部位,0.46,3,58.67,58,0.25,I,F
1983,女,新竹縣,消化器官其他分界不明部位,0.85,1,66,66,0.58,K,F
1983,女,彰化縣,消化器官其他分界不明部位,0.22,1,60,60,0.17,N,F
1984,男,台閩地區,消化器官其他分界不明部位,0.15,10,61.5,65,0.1,V,M
1984,男,台北市,消化器官其他分界不明部位,0.28,3,60,64,0.24,B,M
1984,男,高雄市,消化器官其他分界不明部位,0.1,1,37,37,0.08,E,M
1984,男,彰化縣,消化器官其他分界不明部位,0.19,1,58,58,0.16,N,M
1984,男,雲林縣,消化器官其他分界不明部位,0.33,1,66,66,0.24,P,M
1984,女,台閩地區,消化器官其他分界不明部位,0.14,9,58.89,58,0.1,V,F
1984,女,台北市,消化器官其他分界不明部位,0.12,1,55,55,0.08,B,F
1984,女,基隆市,消化器官其他分界不明部位,0.94,1,68,68,0.59,F,F
1984,女,嘉義市,消化器官其他分界不明部位,1.01,1,43,43,0.81,H,F
1984,女,新北市,消化器官其他分界不明部位,0.33,2,67.5,67.5,0.16,I,F
1984,女,雲林縣,消化器官其他分界不明部位,0.29,1,51,51,0.26,P,F
1984,女,嘉義縣,消化器官其他分界不明部位,0.37,1,71,71,0.37,Q,F
1985,男,台閩地區,消化器官其他分界不明部位,0.08,6,62.33,58,0.06,V,M
1985,男,台中市,消化器官其他分界不明部位,0.19,1,74,74,0.11,C,M
1985,男,雲林縣,消化器官其他分界不明部位,0.4,1,76,76,0.24,P,M
1985,男,屏東縣,消化器官其他分界不明部位,0.25,1,54,54,0.21,R,M
1985,女,台閩地區,消化器官其他分界不明部位,0.14,9,59.89,53,0.1,V,F
1985,女,高雄市,消化器官其他分界不明部位,0.13,1,52,52,0.09,E,F
1985,女,苗栗縣,消化器官其他分界不明部位,0.43,1,79,79,0.38,M,F
1985,女,台東縣,消化器官其他分界不明部位,1,1,53,53,0.81,U,F
1986,男,台閩地區,消化器官其他分界不明部位,0.11,8,58.5,58.5,0.08,V,M
1986,男,台中市,消化器官其他分界不明部位,0.31,2,44.5,44.5,0.21,C,M
1986,男,基隆市,消化器官其他分界不明部位,1.03,1,75,75,0.55,F,M
1986,男,新北市,消化器官其他分界不明部位,0.1,1,65,65,0.07,I,M
1986,男,新竹縣,消化器官其他分界不明部位,0.61,1,67,67,0.52,K,M
1986,男,苗栗縣,消化器官其他分界不明部位,0.42,1,52,52,0.35,M,M
1986,男,花蓮縣,消化器官其他分界不明部位,1.13,2,60,60,1.02,T,M
1986,女,台閩地區,消化器官其他分界不明部位,0.12,7,68.57,72,0.07,V,F
1986,女,台北市,消化器官其他分界不明部位,0.41,3,66.67,78,0.24,B,F
1986,女,台中市,消化器官其他分界不明部位,0.17,1,63,63,0.11,C,F
1986,女,台南市,消化器官其他分界不明部位,0.16,1,72,72,0.13,D,F
1986,女,新北市,消化器官其他分界不明部位,0.17,1,78,78,0.08,I,F
1986,女,屏東縣,消化器官其他分界不明部位,0.28,1,67,67,0.24,R,F
1987,男,台閩地區,消化器官其他分界不明部位,0.21,18,58.33,62.5,0.18,V,M
1987,男,台北市,消化器官其他分界不明部位,0.33,4,60.5,63,0.3,B,M
1987,男,台南市,消化器官其他分界不明部位,0.11,1,61,61,0.12,D,M
1987,男,高雄市,消化器官其他分界不明部位,0.09,1,55,55,0.08,E,M
1987,男,基隆市,消化器官其他分界不明部位,0.74,1,48,48,0.55,F,M
1987,男,新北市,消化器官其他分界不明部位,0.16,2,63,63,0.14,I,M
1987,男,宜蘭縣,消化器官其他分界不明部位,1.05,2,60.5,60.5,0.86,L,M
1987,男,苗栗縣,消化器官其他分界不明部位,0.98,2,53.5,53.5,0.7,M,M
1987,男,南投縣,消化器官其他分界不明部位,0.52,1,79,79,0.36,O,M
1987,男,嘉義縣,消化器官其他分界不明部位,0.4,1,72,72,0.34,Q,M
1987,男,屏東縣,消化器官其他分界不明部位,0.45,2,33.5,33.5,0.42,R,M
1987,男,台東縣,消化器官其他分界不明部位,0.56,1,72,72,0.68,U,M
1987,女,台閩地區,消化器官其他分界不明部位,0.19,13,61.54,66,0.14,V,F
1987,女,台北市,消化器官其他分界不明部位,0.32,3,66.33,64,0.23,B,F
1987,女,台中市,消化器官其他分界不明部位,0.5,3,64,66,0.32,C,F
1987,女,台南市,消化器官其他分界不明部位,0.1,1,25,25,0.13,D,F
1987,女,高雄市,消化器官其他分界不明部位,0.07,1,29,29,0.09,E,F
1987,女,新北市,消化器官其他分界不明部位,0.18,1,81,81,0.07,I,F
1987,女,新竹縣,消化器官其他分界不明部位,0.72,1,37,37,0.58,K,F
1987,女,彰化縣,消化器官其他分界不明部位,0.19,1,77,77,0.17,N,F
1987,女,南投縣,消化器官其他分界不明部位,0.84,1,89,89,0.39,O,F
1987,女,嘉義縣,消化器官其他分界不明部位,0.38,1,71,71,0.38,Q,F
1988,男,台閩地區,消化器官其他分界不明部位,0.09,8,61.63,61,0.08,V,M
1988,男,台南市,消化器官其他分界不明部位,0.15,1,75,75,0.11,D,M
1988,男,高雄市,消化器官其他分界不明部位,0.19,2,63,63,0.16,E,M
1988,男,新北市,消化器官其他分界不明部位,0.16,2,64.5,64.5,0.13,I,M
1988,男,雲林縣,消化器官其他分界不明部位,0.79,3,54.33,55,0.75,P,M
1988,女,台閩地區,消化器官其他分界不明部位,0.17,11,61.09,56,0.11,V,F
1988,女,台北市,消化器官其他分界不明部位,0.28,3,51.33,43,0.23,B,F
1988,女,台中市,消化器官其他分界不明部位,0.42,2,72,72,0.21,C,F
1988,女,台南市,消化器官其他分界不明部位,0.25,1,88,88,0.12,D,F
1988,女,新北市,消化器官其他分界不明部位,0.24,2,57.5,57.5,0.14,I,F
1988,女,苗栗縣,消化器官其他分界不明部位,0.91,2,57.5,57.5,0.77,M,F
1988,女,屏東縣,消化器官其他分界不明部位,0.26,1,56,56,0.24,R,F
1989,男,台閩地區,消化器官其他分界不明部位,0.16,15,58.31,57,0.14,V,M
1989,男,台北市,消化器官其他分界不明部位,0.17,2,72.5,72.5,0.15,B,M
1989,男,台中市,消化器官其他分界不明部位,0.28,2,64.5,64.5,0.2,C,M
1989,男,台南市,消化器官其他分界不明部位,0.31,3,46,46,0.34,D,M
1989,男,高雄市,消化器官其他分界不明部位,0.2,2,45.5,45.5,0.16,E,M
1989,男,嘉義縣,消化器官其他分界不明部位,1.25,3,61,68,1.03,Q,M
1989,男,屏東縣,消化器官其他分界不明部位,0.51,3,59,59,0.64,R,M
1989,女,台閩地區,消化器官其他分界不明部位,0.19,14,66.07,69,0.14,V,F
1989,女,台北市,消化器官其他分界不明部位,0.33,3,67.67,73,0.22,B,F
1989,女,台中市,消化器官其他分界不明部位,0.16,1,68,68,0.1,C,F
1989,女,台南市,消化器官其他分界不明部位,0.13,1,75,75,0.12,D,F
1989,女,新北市,消化器官其他分界不明部位,0.38,3,64.33,78,0.21,I,F
1989,女,新竹縣,消化器官其他分界不明部位,1.33,2,68.5,68.5,1.14,K,F
1989,女,彰化縣,消化器官其他分界不明部位,0.38,2,65,65,0.33,N,F
1989,女,嘉義縣,消化器官其他分界不明部位,0.35,1,68,68,0.38,Q,F
1989,女,台東縣,消化器官其他分界不明部位,0.98,1,51,51,0.86,U,F
1990,男,台閩地區,消化器官其他分界不明部位,0.13,10,64.9,73,0.09,V,M
1990,男,台北市,消化器官其他分界不明部位,0.25,3,57,74,0.22,B,M
1990,男,台中市,消化器官其他分界不明部位,0.17,1,77,77,0.1,C,M
1990,男,高雄市,消化器官其他分界不明部位,0.5,2,81.5,81.5,0.15,E,M
1990,男,新北市,消化器官其他分界不明部位,0.05,1,28,28,0.06,I,M
1990,男,桃園市,消化器官其他分界不明部位,0.17,1,72,72,0.14,J,M
1990,男,南投縣,消化器官其他分界不明部位,0.8,2,69,69,0.71,O,M
1990,女,台閩地區,消化器官其他分界不明部位,0.19,15,65.47,70,0.15,V,F
1990,女,台北市,消化器官其他分界不明部位,0.19,2,52,52,0.15,B,F
1990,女,台中市,消化器官其他分界不明部位,0.6,4,67,65.5,0.41,C,F
1990,女,高雄市,消化器官其他分界不明部位,0.11,1,56,56,0.08,E,F
1990,女,新北市,消化器官其他分界不明部位,0.44,4,67.25,76,0.27,I,F
1990,女,桃園市,消化器官其他分界不明部位,0.27,1,70,70,0.15,J,F
1990,女,彰化縣,消化器官其他分界不明部位,0.19,1,70,70,0.17,N,F
1990,女,南投縣,消化器官其他分界不明部位,0.43,1,72,72,0.39,O,F
1990,女,雲林縣,消化器官其他分界不明部位,0.25,1,73,73,0.28,P,F
1991,男,台閩地區,消化器官其他分界不明部位,0.16,15,56.13,56,0.14,V,M
1991,男,台北市,消化器官其他分界不明部位,0.16,2,62,62,0.15,B,M
1991,男,台中市,消化器官其他分界不明部位,0.18,2,41.5,41.5,0.19,C,M
1991,男,台南市,消化器官其他分界不明部位,0.1,1,60,60,0.11,D,M
1991,男,高雄市,消化器官其他分界不明部位,0.18,2,58.5,58.5,0.15,E,M
1991,男,新北市,消化器官其他分界不明部位,0.33,4,57.75,56,0.25,I,M
1991,男,彰化縣,消化器官其他分界不明部位,0.18,1,65,65,0.15,N,M
1991,男,雲林縣,消化器官其他分界不明部位,0.57,2,52,52,0.51,P,M
1991,男,嘉義縣,消化器官其他分界不明部位,0.32,1,58,58,0.34,Q,M
1991,女,台閩地區,消化器官其他分界不明部位,0.21,16,63.06,61,0.16,V,F
1991,女,台北市,消化器官其他分界不明部位,0.3,3,70,76,0.22,B,F
1991,女,台中市,消化器官其他分界不明部位,0.23,2,36,36,0.2,C,F
1991,女,台南市,消化器官其他分界不明部位,0.38,2,72.5,72.5,0.24,D,F
1991,女,基隆市,消化器官其他分界不明部位,1.38,2,52.5,52.5,1.17,F,F
1991,女,新北市,消化器官其他分界不明部位,0.39,3,77,77,0.2,I,F
1991,女,新竹縣,消化器官其他分界不明部位,0.63,1,75,75,0.56,K,F
1991,女,彰化縣,消化器官其他分界不明部位,0.18,1,59,59,0.17,N,F
1991,女,嘉義縣,消化器官其他分界不明部位,0.28,1,63,63,0.38,Q,F
1991,女,屏東縣,消化器官其他分界不明部位,0.33,1,49,49,0.23,R,F
1992,男,台閩地區,消化器官其他分界不明部位,0.19,17,61.94,67,0.16,V,M
1992,男,台北市,消化器官其他分界不明部位,0.1,1,56,56,0.07,B,M
1992,男,台中市,消化器官其他分界不明部位,0.1,1,69,69,0.09,C,M
1992,男,台南市,消化器官其他分界不明部位,0.1,1,66,66,0.11,D,M
1992,男,高雄市,消化器官其他分界不明部位,0.06,1,33,33,0.08,E,M
1992,男,新竹市,消化器官其他分界不明部位,1.42,1,91,91,0.58,G,M
1992,男,新北市,消化器官其他分界不明部位,0.43,6,57.83,62,0.37,I,M
1992,男,苗栗縣,消化器官其他分界不明部位,0.71,2,75.5,75.5,0.69,M,M
1992,男,雲林縣,消化器官其他分界不明部位,0.71,3,53.33,58,0.76,P,M
1992,男,嘉義縣,消化器官其他分界不明部位,0.39,1,80,80,0.34,Q,M
1992,女,台閩地區,消化器官其他分界不明部位,0.18,16,56.44,61,0.16,V,F
1992,女,台北市,消化器官其他分界不明部位,0.09,1,66,66,0.07,B,F
1992,女,台中市,消化器官其他分界不明部位,0.22,2,51.5,51.5,0.19,C,F
1992,女,台南市,消化器官其他分界不明部位,0.29,2,54,54,0.24,D,F
1992,女,高雄市,消化器官其他分界不明部位,0.17,2,47.5,47.5,0.16,E,F
1992,女,基隆市,消化器官其他分界不明部位,0.66,1,67,67,0.58,F,F
1992,女,新北市,消化器官其他分界不明部位,0.2,2,61.5,61.5,0.13,I,F
1992,女,彰化縣,消化器官其他分界不明部位,0.36,2,58,58,0.33,N,F
1992,女,南投縣,消化器官其他分界不明部位,0.37,1,71,71,0.39,O,F
1992,女,雲林縣,消化器官其他分界不明部位,0.22,1,61,61,0.28,P,F
1992,女,屏東縣,消化器官其他分界不明部位,0.47,2,46.5,46.5,0.47,R,F
1993,男,台閩地區,消化器官其他分界不明部位,0.17,18,62.89,67,0.17,V,M
1993,男,台北市,消化器官其他分界不明部位,0.22,3,73,73,0.23,B,M
1993,男,台中市,消化器官其他分界不明部位,0.35,3,52,51,0.27,C,M
1993,男,台南市,消化器官其他分界不明部位,0.2,2,66,66,0.22,D,M
1993,男,新北市,消化器官其他分界不明部位,0.45,6,71.17,72,0.37,I,M
1993,男,桃園市,消化器官其他分界不明部位,0.1,1,66,66,0.13,J,M
1993,男,新竹縣,消化器官其他分界不明部位,1.07,2,44,44,0.97,K,M
1993,男,澎湖縣,消化器官其他分界不明部位,2.2,1,44,44,1.97,S,M
1993,女,台閩地區,消化器官其他分界不明部位,0.19,17,58.24,56,0.17,V,F
1993,女,台北市,消化器官其他分界不明部位,0.18,2,60.5,60.5,0.15,B,F
1993,女,台中市,消化器官其他分界不明部位,0.26,2,61,61,0.19,C,F
1993,女,台南市,消化器官其他分界不明部位,0.1,1,33,33,0.12,D,F
1993,女,高雄市,消化器官其他分界不明部位,0.11,1,71,71,0.08,E,F
1993,女,新竹市,消化器官其他分界不明部位,1.32,2,48.5,48.5,1.23,G,F
1993,女,新北市,消化器官其他分界不明部位,0.27,3,59.33,56,0.19,I,F
1993,女,桃園市,消化器官其他分界不明部位,0.21,1,56,56,0.14,J,F
1993,女,宜蘭縣,消化器官其他分界不明部位,0.9,2,52.5,52.5,0.9,L,F
1993,女,南投縣,消化器官其他分界不明部位,0.38,1,76,76,0.38,O,F
1993,女,屏東縣,消化器官其他分界不明部位,0.49,2,65.5,65.5,0.46,R,F
1994,男,台閩地區,消化器官其他分界不明部位,0.15,14,58.29,59,0.13,V,M
1994,男,台北市,消化器官其他分界不明部位,0.15,2,47,47,0.15,B,M
1994,男,台中市,消化器官其他分界不明部位,0.25,2,51.5,51.5,0.18,C,M
1994,男,台南市,消化器官其他分界不明部位,0.21,2,72.5,72.5,0.22,D,M
1994,男,嘉義市,消化器官其他分界不明部位,0.96,1,45,45,0.76,H,M
1994,男,新北市,消化器官其他分界不明部位,0.53,5,66.8,61,0.3,I,M
1994,男,桃園市,消化器官其他分界不明部位,0.23,2,47.5,47.5,0.26,J,M
1994,女,台閩地區,消化器官其他分界不明部位,0.25,22,61.77,65.5,0.21,V,F
1994,女,台北市,消化器官其他分界不明部位,0.05,1,42,42,0.08,B,F
1994,女,台中市,消化器官其他分界不明部位,0.38,3,59,60,0.28,C,F
1994,女,台南市,消化器官其他分界不明部位,0.11,1,82,82,0.12,D,F
1994,女,高雄市,消化器官其他分界不明部位,0.11,1,74,74,0.08,E,F
1994,女,新北市,消化器官其他分界不明部位,1.19,13,58.85,63,0.81,I,F
1994,女,彰化縣,消化器官其他分界不明部位,0.15,1,68,68,0.16,N,F
1994,女,雲林縣,消化器官其他分界不明部位,0.43,2,75.5,75.5,0.56,P,F
1995,男,台閩地區,消化器官其他分界不明部位,0.15,15,56.87,60,0.14,V,M
1995,男,台北市,消化器官其他分界不明部位,0.39,5,64.4,69,0.38,B,M
1995,男,台中市,消化器官其他分界不明部位,0.17,2,52,52,0.17,C,M
1995,男,台南市,消化器官其他分界不明部位,0.09,1,37,37,0.11,D,M
1995,男,高雄市,消化器官其他分界不明部位,0.1,1,56,56,0.07,E,M
1995,男,新北市,消化器官其他分界不明部位,0.15,2,54.5,54.5,0.12,I,M
1995,男,宜蘭縣,消化器官其他分界不明部位,0.38,1,60,60,0.41,L,M
1995,男,南投縣,消化器官其他分界不明部位,0.35,1,21,21,0.35,O,M
1995,男,雲林縣,消化器官其他分界不明部位,0.21,1,64,64,0.25,P,M
1995,男,嘉義縣,消化器官其他分界不明部位,0.35,1,80,80,0.33,Q,M
1995,女,台閩地區,消化器官其他分界不明部位,0.17,15,62.53,64,0.14,V,F
1995,女,台北市,消化器官其他分界不明部位,0.34,4,62.5,65,0.3,B,F
1995,女,台中市,消化器官其他分界不明部位,0.12,1,67,67,0.09,C,F
1995,女,台南市,消化器官其他分界不明部位,0.26,2,59,59,0.23,D,F
1995,女,嘉義市,消化器官其他分界不明部位,0.79,1,66,66,0.77,H,F
1995,女,新北市,消化器官其他分界不明部位,0.42,4,73.75,74,0.25,I,F
1995,女,宜蘭縣,消化器官其他分界不明部位,0.4,1,33,33,0.45,L,F
1995,女,彰化縣,消化器官其他分界不明部位,0.17,1,57,57,0.16,N,F
1996,男,台閩地區,消化器官其他分界不明部位,0.12,13,61.62,71,0.12,V,M
1996,男,台北市,消化器官其他分界不明部位,0.25,3,61.67,60,0.23,B,M
1996,男,新竹市,消化器官其他分界不明部位,0.4,1,74,74,0.56,G,M
1996,男,新北市,消化器官其他分界不明部位,0.32,5,57.4,62,0.29,I,M
1996,男,苗栗縣,消化器官其他分界不明部位,0.32,1,76,76,0.34,M,M
1996,男,雲林縣,消化器官其他分界不明部位,0.23,1,73,73,0.25,P,M
1996,男,花蓮縣,消化器官其他分界不明部位,0.46,1,32,32,0.52,T,M
1996,男,台東縣,消化器官其他分界不明部位,0.44,1,74,74,0.73,U,M
1996,女,台閩地區,消化器官其他分界不明部位,0.06,6,56.17,54,0.06,V,F
1996,女,台北市,消化器官其他分界不明部位,0.08,1,74,74,0.08,B,F
1996,女,台中市,消化器官其他分界不明部位,0.09,1,45,45,0.09,C,F
1996,女,新竹市,消化器官其他分界不明部位,0.73,1,78,78,0.59,G,F
1996,女,雲林縣,消化器官其他分界不明部位,0.61,2,40.5,40.5,0.56,P,F
1996,女,屏東縣,消化器官其他分界不明部位,0.24,1,59,59,0.23,R,F
1997,男,台閩地區,消化器官其他分界不明部位,0.15,16,58.69,55.5,0.14,V,M
1997,男,台北市,消化器官其他分界不明部位,0.11,2,73,73,0.15,B,M
1997,男,台南市,消化器官其他分界不明部位,0.09,1,40,40,0.11,D,M
1997,男,嘉義市,消化器官其他分界不明部位,0.64,1,71,71,0.75,H,M
1997,男,新北市,消化器官其他分界不明部位,0.5,7,52.14,51,0.4,I,M
1997,男,桃園市,消化器官其他分界不明部位,0.1,1,69,69,0.12,J,M
1997,男,南投縣,消化器官其他分界不明部位,0.34,1,76,76,0.35,O,M
1997,男,雲林縣,消化器官其他分界不明部位,0.45,2,48.5,48.5,0.5,P,M
1997,男,嘉義縣,消化器官其他分界不明部位,0.29,1,75,75,0.33,Q,M
1997,女,台閩地區,消化器官其他分界不明部位,0.09,9,56.22,59,0.09,V,F
1997,女,台中市,消化器官其他分界不明部位,0.24,3,27,21,0.26,C,F
1997,女,桃園市,消化器官其他分界不明部位,0.41,2,79,79,0.26,J,F
1997,女,新竹縣,消化器官其他分界不明部位,0.56,1,57,57,0.5,K,F
1997,女,屏東縣,消化器官其他分界不明部位,0.24,1,81,81,0.23,R,F
1997,女,台東縣,消化器官其他分界不明部位,1.56,2,64.5,64.5,1.72,U,F
1998,男,台閩地區,消化器官其他分界不明部位,0.09,10,59.6,58,0.09,V,M
1998,男,台北市,消化器官其他分界不明部位,0.06,1,47,47,0.08,B,M
1998,男,台南市,消化器官其他分界不明部位,0.33,3,56.33,58,0.32,D,M
1998,男,高雄市,消化器官其他分界不明部位,0.08,1,76,76,0.07,E,M
1998,男,新北市,消化器官其他分界不明部位,0.15,2,79.5,79.5,0.11,I,M
1998,男,宜蘭縣,消化器官其他分界不明部位,0.42,1,46,46,0.41,L,M
1998,男,台東縣,消化器官其他分界不明部位,1.54,2,49.5,49.5,1.49,U,M
1998,女,台閩地區,消化器官其他分界不明部位,0.1,11,59.64,64,0.1,V,F
1998,女,台北市,消化器官其他分界不明部位,0.07,1,75,75,0.08,B,F
1998,女,台中市,消化器官其他分界不明部位,0.33,3,63.67,64,0.26,C,F
1998,女,高雄市,消化器官其他分界不明部位,0.09,1,64,64,0.08,E,F
1998,女,基隆市,消化器官其他分界不明部位,0.56,1,61,61,0.54,F,F
1998,女,新竹市,消化器官其他分界不明部位,0.52,1,45,45,0.58,G,F
1998,女,新北市,消化器官其他分界不明部位,0.08,1,70,70,0.06,I,F
1998,女,桃園市,消化器官其他分界不明部位,0.1,1,37,37,0.13,J,F
1998,女,南投縣,消化器官其他分界不明部位,0.29,1,72,72,0.38,O,F
1998,女,澎湖縣,消化器官其他分界不明部位,2.39,1,41,41,2.35,S,F
1999,男,台閩地區,消化器官其他分界不明部位,0.08,9,72.22,76,0.08,V,M
1999,男,台北市,消化器官其他分界不明部位,0.1,2,74.5,74.5,0.15,B,M
1999,男,基隆市,消化器官其他分界不明部位,0.54,1,80,80,0.51,F,M
1999,男,新竹縣,消化器官其他分界不明部位,0.71,2,74,74,0.88,K,M
1999,男,屏東縣,消化器官其他分界不明部位,0.25,1,54,54,0.21,R,M
1999,男,花蓮縣,消化器官其他分界不明部位,0.89,2,71.5,71.5,1.06,T,M
1999,男,台東縣,消化器官其他分界不明部位,0.45,1,76,76,0.75,U,M
1999,女,台閩地區,消化器官其他分界不明部位,0.18,19,61.89,61,0.18,V,F
1999,女,台北市,消化器官其他分界不明部位,0.3,4,69,70,0.3,B,F
1999,女,台中市,消化器官其他分界不明部位,0.32,3,67.67,70,0.25,C,F
1999,女,台南市,消化器官其他分界不明部位,0.22,2,64.5,64.5,0.22,D,F
1999,女,基隆市,消化器官其他分界不明部位,1.63,3,64.33,62,1.6,F,F
1999,女,新北市,消化器官其他分界不明部位,0.13,2,65.5,65.5,0.12,I,F
1999,女,桃園市,消化器官其他分界不明部位,0.1,1,30,30,0.12,J,F
1999,女,新竹縣,消化器官其他分界不明部位,0.57,1,59,59,0.48,K,F
1999,女,彰化縣,消化器官其他分界不明部位,0.3,2,43,43,0.32,N,F
1999,女,台東縣,消化器官其他分界不明部位,0.7,1,69,69,0.87,U,F
2000,男,台閩地區,消化器官其他分界不明部位,0.11,14,64.14,71.5,0.12,V,M
2000,男,台北市,消化器官其他分界不明部位,0.05,1,73,73,0.08,B,M
2000,男,台南市,消化器官其他分界不明部位,0.08,1,72,72,0.11,D,M
2000,男,高雄市,消化器官其他分界不明部位,0.13,2,46,46,0.14,E,M
2000,男,新北市,消化器官其他分界不明部位,0.13,2,70.5,70.5,0.11,I,M
2000,男,宜蘭縣,消化器官其他分界不明部位,0.97,3,75.33,74,1.25,L,M
2000,男,苗栗縣,消化器官其他分界不明部位,0.27,1,76,76,0.34,M,M
2000,男,南投縣,消化器官其他分界不明部位,0.25,1,71,71,0.35,O,M
2000,男,嘉義縣,消化器官其他分界不明部位,0.32,1,81,81,0.34,Q,M
2000,男,屏東縣,消化器官其他分界不明部位,0.18,1,45,45,0.21,R,M
2000,男,台東縣,消化器官其他分界不明部位,0.71,1,21,21,0.76,U,M
2000,女,台閩地區,消化器官其他分界不明部位,0.2,22,59.05,60,0.2,V,F
2000,女,台北市,消化器官其他分界不明部位,0.05,1,49,49,0.07,B,F
2000,女,台中市,消化器官其他分界不明部位,0.32,4,56.5,47,0.33,C,F
2000,女,台南市,消化器官其他分界不明部位,0.38,4,60.75,65,0.44,D,F
2000,女,高雄市,消化器官其他分界不明部位,0.25,3,68.67,70,0.23,E,F
2000,女,新北市,消化器官其他分界不明部位,0.4,6,56.67,57,0.34,I,F
2000,女,新竹縣,消化器官其他分界不明部位,0.43,1,65,65,0.48,K,F
2000,女,苗栗縣,消化器官其他分界不明部位,0.32,1,61,61,0.38,M,F
2000,女,彰化縣,消化器官其他分界不明部位,0.19,1,53,53,0.16,N,F
2000,女,屏東縣,消化器官其他分界不明部位,0.25,1,56,56,0.23,R,F
2001,男,台閩地區,消化器官其他分界不明部位,0.12,15,62.87,60,0.13,V,M
2001,男,台北市,消化器官其他分界不明部位,0.12,2,63.5,63.5,0.15,B,M
2001,男,台中市,消化器官其他分界不明部位,0.08,1,53,53,0.08,C,M
2001,男,台南市,消化器官其他分界不明部位,0.1,1,52,52,0.11,D,M
2001,男,高雄市,消化器官其他分界不明部位,0.21,3,68,72,0.21,E,M
2001,男,基隆市,消化器官其他分界不明部位,0.39,1,74,74,0.5,F,M
2001,男,嘉義市,消化器官其他分界不明部位,0.61,1,49,49,0.74,H,M
2001,男,新北市,消化器官其他分界不明部位,0.1,2,49.5,49.5,0.11,I,M
2001,男,桃園市,消化器官其他分界不明部位,0.08,1,77,77,0.11,J,M
2001,男,雲林縣,消化器官其他分界不明部位,0.18,1,70,70,0.25,P,M
2001,男,屏東縣,消化器官其他分界不明部位,0.19,1,60,60,0.21,R,M
2001,男,花蓮縣,消化器官其他分界不明部位,0.28,1,78,78,0.54,T,M
2001,女,台閩地區,消化器官其他分界不明部位,0.21,25,63.36,66,0.23,V,F
2001,女,台北市,消化器官其他分界不明部位,0.32,5,62.8,66,0.37,B,F
2001,女,台中市,消化器官其他分界不明部位,0.16,2,59,59,0.16,C,F
2001,女,台南市,消化器官其他分界不明部位,0.36,4,60,66.5,0.44,D,F
